Term,Translate,Context,Reference,Comment
Portal.ThemeShare.ThemePublish.Upload.Start,מעלה את ערכת הנושא הדחוסה..,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Upload.Errored,אירעה שגיאה בלתי צפויה בעת העלאת העיצוב הדחוס: {0}.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Upload.Succeded,ערכת הנושא הדחוסה הועלתה בהצלחה והיא תפורסם לחנות לאחר בדיקה.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙157,PASS⦙157,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.SaveDialogTitle,שמור קובץ ערכת נושא,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.SaveDialogFilter,קבצי ZIP (*.zip)|*.zip|כל הקבצים (*.*)|*.*,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙158,PASS⦙158,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Already.Close,אני מבין,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Already.Title,אזהרת פרסום,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Already.Message,הנושא שבחרת כבר הותקן מהחנות.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙159,PASS⦙159,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemePublish.Premium.Close,אני מבין,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Premium.Title,אזהרת פרסום,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemePublish.Premium.Message,ערכת הנושא שבחרת כבר מותקנת מחנות הפרימיום.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
PASS⦙160,PASS⦙160,Don't Touch,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,Please don't touch the translation in this line.
Portal.ThemeShare.ThemeExport.Premium.Close,אני מבין,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemeExport.Premium.Title,אזהרת ייצוא,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.ThemeShare.ThemeExport.Premium.Message,לא ניתן לייצא את העיצוב שבחרת מכיוון שהוא הותקן מחנות הפרימיום.,,Portal\Controls\ThemeShare\Portal.ThemeShare.HE.xaml,
Portal.TrayIcon.Close,לִסְגוֹר,,Portal\Controls\TrayIcon\Portal.TrayIcon.HE.xaml,
Portal.TrayIcon.Title,מגש מערכת,,Portal\Controls\TrayIcon\Portal.TrayIcon.HE.xaml,
PASS⦙161,PASS⦙161,Don't Touch,Portal\Controls\TrayIcon\Portal.TrayIcon.HE.xaml,Please don't touch the translation in this line.
Portal.TrayIcon.Message,Sucrose ממוזער למגש המערכת. אנא לחץ לחיצה ימנית על סמל Sucrose כדי להמשיך.,,Portal\Controls\TrayIcon\Portal.TrayIcon.HE.xaml,
Portal.WallpaperCycling.Close,לִסְגוֹר,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.WallpaperCycling.Title,מחזור טפטים,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
PASS⦙162,PASS⦙162,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Cycling,מחזור טפט אוטומטי,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.WallpaperCycling.Cycling.Description,האם הטפט ישתנה אוטומטית.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
PASS⦙163,PASS⦙163,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Time,טווח זמן,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.WallpaperCycling.Time.Description,הטפט משתנה לאחר הדקה שצוינה.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
PASS⦙164,PASS⦙164,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Transition,מצב מעבר,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.WallpaperCycling.Transition.Description,מגדיר את מצב המעבר בין טפטים.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
PASS⦙165,PASS⦙165,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.List,רשימת מחזורים,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.WallpaperCycling.List.Description,מאפס את רשימת הלולאות לברירת המחדל.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
PASS⦙166,PASS⦙166,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.List.Reset,אִתחוּל,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.HE.xaml,
Portal.EmptyLibraryPage.Title,EmptyLibraryPage,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.HE.xaml,
PASS⦙167,PASS⦙167,Don't Touch,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.HE.xaml,Please don't touch the translation in this line.
Portal.EmptyLibraryPage.TitleText,הספרייה שלך ארוגה על ידי קורי עכביש,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.HE.xaml,
Portal.EmptyLibraryPage.DescriptionText,יצירת אמנות מפוארת צצה עם קורי עכביש במקום טפטים,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.HE.xaml,
Portal.FullLibraryPage.Title,FullLibraryPage,,Portal\LibraryPage\FullLibraryPage\Portal.FullLibraryPage.HE.xaml,
Portal.SearchLibraryPage.Title,SearchLibraryPage,,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.HE.xaml,
PASS⦙168,PASS⦙168,Don't Touch,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.HE.xaml,Please don't touch the translation in this line.
Portal.SearchLibraryPage.TitleText,הספרייה שלך מוקסמת עם קורי עכביש,,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.HE.xaml,
Portal.SearchLibraryPage.DescriptionText,"בגלל ההקפדה שלך בבחירת הטפטים, לא נשאר מקום לטפטים.",,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.HE.xaml,
Portal.DonateSettingPage.Title,DonateSettingPage,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
PASS⦙169,PASS⦙169,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.DonateMenu,תפריט תרומות,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
Portal.DonateSettingPage.DonateMenu.Description,נראות תפריט התרומות בממשק.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
PASS⦙170,PASS⦙170,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.DonateMenu.DonateVisible.Hide,בִּלתִי נִרְאֶה,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
Portal.DonateSettingPage.DonateMenu.DonateVisible.Show,נִרְאֶה,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
PASS⦙171,PASS⦙171,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.Advertising,תמיכת מודעות,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
Portal.DonateSettingPage.Advertising.Description,תרום לפיתוח האפליקציה על ידי צפייה בפרסומות.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
PASS⦙172,PASS⦙172,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.Advertising.AdvertisingHint,טיפ: המודעות יוצגו באופן שיגרום לך אי נוחות מינימלית.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
Portal.DonateSettingPage.Advertising.AdvertisingDelay,משך מודעה (דקה):,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.HE.xaml,
Portal.GeneralSettingPage.Title,GeneralSettingPage,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙173,PASS⦙173,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationLanguage,שפת יישום,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationLanguage.Description,בחר את השפה שבה ברצונך להציג את האפליקציה.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙174,PASS⦙174,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup,הפעל בעת ההפעלה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Description,"על מנת להפעיל את הטפט, Sucrose חייב לרוץ בהתחלה ברקע.",,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙175,PASS⦙175,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup.Startup.None,אַף לֹא אֶחָד,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Normal,Normal,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Priority,עֲדִיפוּת,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Scheduler,שָׁעוֹן עֶצֶר,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙176,PASS⦙176,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup.Warning.Close,אני מבין,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Warning.Title,אזהרת זכויות מנהל,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Warning.Message,אתה חייב להיות בעל זכויות מנהל כדי לשנות את סטטוס הריצה בעת האתחול.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙177,PASS⦙177,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon,סמל אזור הודעות,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.NotifyIcon.Description,נראות מגש המערכת. Sucrose ימשיך לפעול בסתר.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙178,PASS⦙178,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon.Notify.Hide,בִּלתִי נִרְאֶה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.NotifyIcon.Notify.Show,נִרְאֶה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙179,PASS⦙179,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon.NotifyExit,סגור את כל יישומי Sucrose כאשר מגש המערכת סגור,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙180,PASS⦙180,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop,רקע חלון,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.WindowBackdrop.Description,הוא משמש להתאמה אישית של הרקע של חלון היישום.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙181,PASS⦙181,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Lock,"למרבה הצער, קובץ התמונה שבחרת נמצא בשימוש בתהליך אחר",,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Title,בחר תמונת רקע,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Access,"למרבה הצער, אין לך הרשאה לגשת לקובץ התמונה שבחרת.",,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Filter,קבצי תמונה (*.png;*.jpg;*.jpeg;*.tiff;*.webp;*.gif)|*.png;*.jpg;*.jpeg;*.tiff;*.webp;*.gif,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Select,בחר תמונת רקע,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙182,PASS⦙182,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackdropStretch,גודל רקע:,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙183,PASS⦙183,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackdropOpacity,אטימות רקע (%):,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙184,PASS⦙184,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.EngineVolume,רמת קול,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.EngineVolume.Description,נפח תקף עבור כל הטפטים.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙185,PASS⦙185,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.EngineVolume.VolumeActive,הפעל אודיו רק כאשר כל האפליקציות שקטות,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.EngineVolume.VolumeDesktop,הפעל אודיו רק כאשר שולחן העבודה כולל מיקוד,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.EngineVolume.VolumeSensitivity,דיוק (שניות):,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙186,PASS⦙186,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary,מיקום הספרייה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.PrivateLibrary.Description,המיקום שבו יישמרו ערכות הנושא שהוספת לספרייה שלך.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙187,PASS⦙187,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Move,אנא המתן רגע בזמן שהמיקום משתנה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Empty,אנא בחר תיקיה ריקה,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Access,"מצטערים, אין לך גישה למיקום החדש",,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
PASS⦙188,PASS⦙188,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary.LibraryMove,העבר את הספרייה הקיימת שלך למיקום החדש,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.HE.xaml,
Portal.OtherSettingPage.Title,OtherSettingPage,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙189,PASS⦙189,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.ReportData,דיווח שגיאות אוטומטי,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.ReportData.Description,"כאשר Sucrose נתקל בשגיאה, הוא נוקט פעולה כדי לדווח עליה במהירות.",,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙190,PASS⦙190,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.StatisticsData,שתף סטטיסטיקות שימוש,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.StatisticsData.Description,Sucrose מאפשר לאפליקציה להשתפר על ידי איסוף סטטיסטיקות השימוש שלך.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙191,PASS⦙191,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.DiscordHook,Discord,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.DiscordHook.Description,Sucrose מספק תקשורת עם Discord.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙192,PASS⦙192,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.DiscordHook.DiscordDelay,זמן רענון (שניות):,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.DiscordHook.DiscordRefresh,רענון חיבור:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙193,PASS⦙193,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Agent,נציג אינטרנט,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Agent.Description,מזהה הנציג שלך במצבים הדורשים חיבור לאינטרנט.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙194,PASS⦙194,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key,אסימון גישה אישי,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Key.Description,נדרש להשתמש בחנות ובעדכוני האפליקציה ללא בעיות.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙195,PASS⦙195,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key.HintKey,"אם אינך יודע כיצד להשיג אסימון גישה אישי, לחץ כאן.",,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙196,PASS⦙196,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key.PersonalKey,נא להזין אסימון גישה אישי,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Key.PersonalKey.Valid,אנא הזן אסימון גישה אישי חוקי,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙197,PASS⦙197,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Server,עדכן שרת,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Server.Description,השרת שדרכו יבוצעו העדכונים.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙198,PASS⦙198,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Server.ServerHint,"הערה: אם {0} נבחר כשרת, יש להזין {2} כדי להימנע ממגבלות בקשות. אחרת, אתה עלול להיתקל בבעיות בתהליך העדכון. אם נבחר {1}, תהיה לך חוויית עדכון חלקה יותר יחסית.",,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙199,PASS⦙199,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Module,עדכון מודול,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Module.Description,באיזה מודול יבוצע העדכון?,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙200,PASS⦙200,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Channel,עדכן ערוץ,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Channel.Description,האם העדכון יתבצע דרך איזה ערוץ או לא.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙201,PASS⦙201,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Update,שיטת עדכון,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Update.Description,השיטה שבה העדכון יתבצע או לא.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙202,PASS⦙202,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Update.Limit,מגבלת רוחב פס להורדה:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙203,PASS⦙203,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Auto,עדכון אוטומטי,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Auto.Description,האם לבצע בדיקה אוטומטית של עדכונים.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙204,PASS⦙204,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Auto.Update,כיצד לבדוק:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙205,PASS⦙205,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer,כלים למפתחים,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.OtherSettingPage.Developer.Description,נהל כלים למפתחים עבור WebView ומנוע CefSharp.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙206,PASS⦙206,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperMode,כלי ברירת מחדל למפתחים:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙207,PASS⦙207,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperPort,יציאת ניפוי באגים:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
PASS⦙208,PASS⦙208,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperHint,"טיפ: ברירת המחדל של האינטראקטיביות של כלי המפתחים אינה פועלת כראוי בעיצובים נתמכים. יציאת ניפוי הבאגים עובדת בצורה חלקה יותר. כשתהיה מוכן, תוכל להשתמש ב-'http://localhost:{0}' או 'chrome://inspect' עבור דפדפן Chrome, 'opera://inspect' עבור דפדפן Opera, 'edge://inspect' עבור דפדפן Edge.",,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Title,PerformanceSettingPage,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
