Term,Translate,Context,Reference,Comment
Portal.ThemeShare.ThemePublish.Already.Message,السِمة المحدّدة مثبَّتة بالفعل من المتجر.,,Portal\Controls\ThemeShare\Portal.ThemeShare.AR.xaml,
Portal.TrayIcon.Close,إغلاق,,Portal\Controls\TrayIcon\Portal.TrayIcon.AR.xaml,
Portal.TrayIcon.Title,علبة النظام,,Portal\Controls\TrayIcon\Portal.TrayIcon.AR.xaml,
PASS⦙159,PASS⦙159,Don't Touch,Portal\Controls\TrayIcon\Portal.TrayIcon.AR.xaml,Please don't touch the translation in this line.
Portal.TrayIcon.Message,تم تصغير Sucrose إلى علبة النظام. يُرجى النقر بزر الفأرة الأيمن على أيقونة Sucrose للمتابعة.,,Portal\Controls\TrayIcon\Portal.TrayIcon.AR.xaml,
Portal.WallpaperCycling.Close,إغلاق,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.WallpaperCycling.Title,تدوير خلفية الشاشة,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
PASS⦙160,PASS⦙160,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Cycling,التدوير التلقائي لخلفية الشاشة,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.WallpaperCycling.Cycling.Description,ما إذا كانت خلفية الشاشة تتغيّر تلقائيًا أم لا.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
PASS⦙161,PASS⦙161,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Time,الفاصل الزمني,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.WallpaperCycling.Time.Description,الفاصل الزمني الذي تتغيّر بعده خلفية الشاشة.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
PASS⦙162,PASS⦙162,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.Transition,وضع الانتقال,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.WallpaperCycling.Transition.Description,يضبط وضع الانتقال بين خلفيات الشاشة.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
PASS⦙163,PASS⦙163,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.List,قائمة التدوير,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.WallpaperCycling.List.Description,يعيد تعيين قائمة التدوير إلى الافتراضي.,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
PASS⦙164,PASS⦙164,Don't Touch,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperCycling.List.Reset,إعادة تعيين,,Portal\Controls\WallpaperCycling\Portal.WallpaperCycling.AR.xaml,
Portal.EmptyLibraryPage.Title,EmptyLibraryPage,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.AR.xaml,
PASS⦙165,PASS⦙165,Don't Touch,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.AR.xaml,Please don't touch the translation in this line.
Portal.EmptyLibraryPage.TitleText,مكتبتك منسوجة بخيوط العنكبوت,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.AR.xaml,
Portal.EmptyLibraryPage.DescriptionText,بدلًا من خلفيات الشاشة، ظهرت تحفة فنية رائعة منسوجة بخيوط العنكبوت,,Portal\LibraryPage\EmptyLibraryPage\Portal.EmptyLibraryPage.AR.xaml,
Portal.FullLibraryPage.Title,FullLibraryPage,,Portal\LibraryPage\FullLibraryPage\Portal.FullLibraryPage.AR.xaml,
Portal.SearchLibraryPage.Title,SearchLibraryPage,,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.AR.xaml,
PASS⦙166,PASS⦙166,Don't Touch,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.AR.xaml,Please don't touch the translation in this line.
Portal.SearchLibraryPage.TitleText,مكتبتك مسحورة بخيوط العنكبوت,,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.AR.xaml,
Portal.SearchLibraryPage.DescriptionText,نظرًا لبراعتك في اختيار خلفيات الشاشة، لم يتبقَّ مكان لمزيد من خلفيات الشاشة,,Portal\LibraryPage\SearchLibraryPage\Portal.SearchLibraryPage.AR.xaml,
Portal.DonateSettingPage.Title,DonateSettingPage,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
PASS⦙167,PASS⦙167,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.DonateMenu,قائمة التبرّع,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
Portal.DonateSettingPage.DonateMenu.Description,ظهور قائمة التبرّع في الواجهة.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
PASS⦙168,PASS⦙168,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.DonateMenu.DonateVisible.Hide,غير مرئي,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
Portal.DonateSettingPage.DonateMenu.DonateVisible.Show,مرئي,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
PASS⦙169,PASS⦙169,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.Advertising,الدعم عبر الإعلانات,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
Portal.DonateSettingPage.Advertising.Description,ساهِم في تطوير التطبيق من خلال مشاهدة الإعلانات.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
PASS⦙170,PASS⦙170,Don't Touch,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.DonateSettingPage.Advertising.AdvertisingHint,تلميح: ستُعرض لك الإعلانات بطريقة تقلّل الإزعاج إلى أدنى حد.,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
Portal.DonateSettingPage.Advertising.AdvertisingDelay,تأخير الإعلان (دقائق):,,Portal\SettingPage\DonateSettingPage\Portal.DonateSettingPage.AR.xaml,
Portal.GeneralSettingPage.Title,GeneralSettingPage,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙171,PASS⦙171,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationLanguage,لغة التطبيق,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationLanguage.Description,حدِّد اللغة التي تريد عرض التطبيق بها.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙172,PASS⦙172,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup,التشغيل عند بدء تشغيل التطبيق,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Description,يحتاج Sucrose إلى العمل في الخلفية عند بدء التشغيل لتشغيل خلفية الشاشة.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙173,PASS⦙173,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup.Startup.None,بلا,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Normal,عادي,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Priority,أولوية,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Startup.Scheduler,المجدوِل,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙174,PASS⦙174,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.ApplicationStartup.Warning.Close,حسنًا,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Warning.Title,تحذير صلاحيات المسؤول,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.ApplicationStartup.Warning.Message,تحتاج إلى صلاحيات المسؤول لتغيير حالة بدء التشغيل.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙175,PASS⦙175,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon,أيقونة منطقة الإشعارات,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.NotifyIcon.Description,الظهور في علبة النظام. سيواصل Sucrose العمل بصورة خفيّة.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙176,PASS⦙176,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon.Notify.Hide,غير مرئي,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.NotifyIcon.Notify.Show,مرئي,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙177,PASS⦙177,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.NotifyIcon.NotifyExit,إغلاق جميع تطبيقات Sucrose عند إغلاق علبة النظام,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙178,PASS⦙178,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop,خلفية النافذة,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.WindowBackdrop.Description,تُستخدَم لتخصيص خلفية نافذة التطبيق.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙179,PASS⦙179,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Lock,للأسف، ملف الصورة المحدَّد قيد الاستخدام من قِبل عملية أخرى,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Title,تحديد صورة الخلفية,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Access,للأسف، ليس لديك إذن للوصول إلى ملف الصورة المحدَّد,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Filter,ملفّات الصور (*.png;*.jpg;*.jpeg;*.tiff;*.webp;*.gif)|*.png;*.jpg;*.jpeg;*.tiff;*.webp;*.gif,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.WindowBackdrop.BackgroundImage.Select,حدِّد صورة خلفية,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙180,PASS⦙180,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackdropStretch,تمدّد الخلفية:,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙181,PASS⦙181,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.WindowBackdrop.BackdropOpacity,شفافية الخلفية (%):,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙182,PASS⦙182,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.EngineVolume,مستوى صوت المحرّك,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.EngineVolume.Description,مستوى الصوت المطبَّق على جميع خلفيات الشاشة.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙183,PASS⦙183,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.EngineVolume.VolumeActive,تشغيل الصوت فقط عندما تكون جميع التطبيقات صامتة,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.EngineVolume.VolumeDesktop,تشغيل الصوت فقط عند التركيز على سطح المكتب,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.EngineVolume.VolumeSensitivity,الحساسية (ثوانٍ):,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙184,PASS⦙184,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary,موقع المكتبة,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.PrivateLibrary.Description,الموقع الذي تُخزَّن فيه السِمات التي تضيفها إلى مكتبتك.,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙185,PASS⦙185,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Move,يُرجى الانتظار أثناء تغيير الموقع,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Empty,يُرجى تحديد مجلّد فارغ,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.GeneralSettingPage.PrivateLibrary.LibraryLocation.Access,للأسف، ليس لديك وصول إلى الموقع الجديد,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
PASS⦙186,PASS⦙186,Don't Touch,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.GeneralSettingPage.PrivateLibrary.LibraryMove,نقل مكتبتك الحالية إلى الموقع الجديد,,Portal\SettingPage\GeneralSettingPage\Portal.GeneralSettingPage.AR.xaml,
Portal.OtherSettingPage.Title,OtherSettingPage,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙187,PASS⦙187,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.ReportData,الإبلاغ التلقائي عن الأخطاء,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.ReportData.Description,يتّخذ Sucrose إجراءً للإبلاغ عن الخطأ بسرعة عند مواجهته.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙188,PASS⦙188,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.StatisticsData,مشاركة إحصاءات الاستخدام,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.StatisticsData.Description,يتيح Sucrose جمع إحصاءات استخدامك للمساهمة في تطوير التطبيق.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙189,PASS⦙189,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.DiscordHook,Discord,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.DiscordHook.Description,يُسهّل Sucrose التواصل مع Discord.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙190,PASS⦙190,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.DiscordHook.DiscordDelay,فترة التحديث (ثوانٍ):,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.DiscordHook.DiscordRefresh,تحديث الاتصال:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙191,PASS⦙191,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Agent,وكيل الإنترنت,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Agent.Description,هويتك في الحالات التي تتطلّب اتصالاً بالإنترنت.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙192,PASS⦙192,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key,رمز الوصول الشخصي,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Key.Description,مطلوب للاستخدام السلس للمتجر وتحديثات التطبيق.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙193,PASS⦙193,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key.HintKey,انقر هنا إذا كنت لا تعرف كيفية الحصول على رمز وصول شخصي.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙194,PASS⦙194,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Key.PersonalKey,يُرجى إدخال رمز وصول شخصي,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Key.PersonalKey.Valid,يُرجى إدخال رمز وصول شخصي صالح,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙195,PASS⦙195,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Server,خادم التحديث,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Server.Description,الخادم الذي ستُجرى التحديثات من خلاله.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙196,PASS⦙196,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Server.ServerHint,ملاحظة: إذا تم تحديد {0} كخادم، فإنك بحاجة إلى إدخال {2} لتجنّب حدود الطلبات. وإلا فقد تواجه مشكلات في التحديثات. وإذا تم تحديد {1}، فستحظى بتجربة تحديث أكثر سلاسة.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙197,PASS⦙197,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Module,وحدة التحديث,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Module.Description,الوحدة التي ستُستخدم لعملية التحديث.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙198,PASS⦙198,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Channel,قناة التحديث,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Channel.Description,القناة التي ستُجرى التحديثات من خلالها أو لن تُجرى.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙199,PASS⦙199,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Update,طريقة التحديث,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Update.Description,الطريقة المستخدمة لعملية التحديث.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙200,PASS⦙200,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Update.Limit,حدّ عرض نطاق التنزيل:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙201,PASS⦙201,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Auto,التحديث التلقائي,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Auto.Description,ما إذا كان سيتم التحقّق من عملية التحديث تلقائيًا.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙202,PASS⦙202,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Auto.Update,كيف سيتم إجراء التحقّق:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙203,PASS⦙203,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer,أدوات المطوّر,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.OtherSettingPage.Developer.Description,إدارة أدوات المطوّر لمحرّك WebView وCefSharp.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙204,PASS⦙204,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperMode,أدوات المطوّر الافتراضية:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙205,PASS⦙205,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperPort,منفذ التصحيح:,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
PASS⦙206,PASS⦙206,Don't Touch,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.OtherSettingPage.Developer.DeveloperHint,تلميح: قد لا تعمل أدوات المطوّر الافتراضية بشكل صحيح في السِمات المدعومة. يميل منفذ التصحيح إلى العمل بشكل أفضل. عندما تكون جاهزًا، يمكنك استخدام العنوان 'http://localhost:{0}' أو 'chrome://inspect' لمتصفّح Chrome، و'opera://inspect' لمتصفّح Opera، و'edge://inspect' لمتصفّح Edge.,,Portal\SettingPage\OtherSettingPage\Portal.OtherSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Title,PerformanceSettingPage,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙207,PASS⦙207,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Counter,عدّادات الأداء,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Counter.Description,ما إذا كان ينبغي تشغيل جميع عدّادات الأداء في الخلفية.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙208,PASS⦙208,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Counter.CounterHint,ملاحظة: قد لا تعمل بعض السِمات من نوع Web بشكل صحيح، ولن يعمل أيٌّ من إعدادات الأداء أدناه.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙209,PASS⦙209,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Pause,قاعدة الإيقاف المؤقّت,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Pause.Description,تحدِّد قاعدة الإيقاف المؤقّت لخلفية الشاشة بناءً على إعدادات الأداء الخاصة بك.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙210,PASS⦙210,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Communication,نوع الاتصال,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Communication.Description,تحدِّد طريقة إرسال الرسائل إلى السِمات من نوع Web.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙211,PASS⦙211,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Processor,استخدام المعالج,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
